market_hash_name,base_name,wear,min_price,suggested_price,mean_price,quantity,weapon,collection,rarity,float_min,float_max,tradeup_to
AK-47 | Aquamarine Revenge (Battle-Scarred),AK-47 | Aquamarine Revenge,Battle-Scarred,25.35,32.5,43.67,18,AK-47,The Falchion Collection,Covert,0.0,1.0,
Five-SeveN | Autumn Thicket (Minimal Wear),Five-SeveN | Autumn Thicket,Minimal Wear,0.03,0.05,0.58,65,Five-SeveN,The Radiant Collection,Consumer Grade,0.0,0.636986,
Five-SeveN | Autumn Thicket (Well-Worn),Five-SeveN | Autumn Thicket,Well-Worn,,0.17,,0,Five-SeveN,The Radiant Collection,Consumer Grade,0.0,0.636986,
Five-SeveN | Berries And Cherries (Factory New),Five-SeveN | Berries And Cherries,Factory New,110.0,130.86,239.99,34,Five-SeveN,The Control Collection,Restricted,0.0,0.1,Classified
Five-SeveN | Berries And Cherries (Minimal Wear),Five-SeveN | Berries And Cherries,Minimal Wear,,101.41,,0,Five-SeveN,The Control Collection,Restricted,0.0,0.1,Classified
Five-SeveN | Boost Protocol (Factory New),Five-SeveN | Boost Protocol,Factory New,5.0,5.49,10.22,44,Five-SeveN,The Operation Riptide Collection,Restricted,0.0,0.41,Classified
Five-SeveN | Boost Protocol (Field-Tested),Five-SeveN | Boost Protocol,Field-Tested,2.29,2.29,4.64,179,Five-SeveN,The Operation Riptide Collection,Restricted,0.0,0.41,Classified
Five-SeveN | Boost Protocol (Minimal Wear),Five-SeveN | Boost Protocol,Minimal Wear,3.12,3.46,4.44,143,Five-SeveN,The Operation Riptide Collection,Restricted,0.0,0.41,Classified
Five-SeveN | Boost Protocol (Well-Worn),Five-SeveN | Boost Protocol,Well-Worn,2.81,2.13,3.78,9,Five-SeveN,The Operation Riptide Collection,Restricted,0.0,0.41,Classified
Five-SeveN | Buddy (Battle-Scarred),Five-SeveN | Buddy,Battle-Scarred,0.43,0.59,1.63,12,Five-SeveN,The CS20 Collection,Restricted,0.0,0.55,Classified
Five-SeveN | Buddy (Factory New),Five-SeveN | Buddy,Factory New,1.9,2.14,6.86,19,Five-SeveN,The CS20 Collection,Restricted,0.0,0.55,Classified
Five-SeveN | Buddy (Field-Tested),Five-SeveN | Buddy,Field-Tested,0.55,0.7,1.03,55,Five-SeveN,The CS20 Collection,Restricted,0.0,0.55,Classified
Five-SeveN | Buddy (Minimal Wear),Five-SeveN | Buddy,Minimal Wear,0.94,1.34,1.93,51,Five-SeveN,The CS20 Collection,Restricted,0.0,0.55,Classified
Five-SeveN | Buddy (Well-Worn),Five-SeveN | Buddy,Well-Worn,0.53,0.65,0.92,30,Five-SeveN,The CS20 Collection,Restricted,0.0,0.55,Classified
Five-SeveN | Candy Apple (Factory New),Five-SeveN | Candy Apple,Factory New,106.85,100.05,1538.5,4,Five-SeveN,The Assault Collection,Industrial Grade,0.0,0.3,Mil-Spec
Five-SeveN | Candy Apple (Field-Tested),Five-SeveN | Candy Apple,Field-Tested,,79.35,,0,Five-SeveN,The Assault Collection,Industrial Grade,0.0,0.3,Mil-Spec
Five-SeveN | Candy Apple (Minimal Wear),Five-SeveN | Candy Apple,Minimal Wear,89.61,92.41,89.61,1,Five-SeveN,The Assault Collection,Industrial Grade,0.0,0.3,Mil-Spec
Five-SeveN | Capillary (Battle-Scarred),Five-SeveN | Capillary,Battle-Scarred,0.19,0.28,1.32,25,Five-SeveN,The Spectrum Collection,Mil-Spec Grade,0.0,0.7,
Five-SeveN | Capillary (Factory New),Five-SeveN | Capillary,Factory New,0.45,0.56,3.24,35,Five-SeveN,The Spectrum Collection,Mil-Spec Grade,0.0,0.7,
Five-SeveN | Capillary (Field-Tested),Five-SeveN | Capillary,Field-Tested,0.26,0.36,0.73,94,Five-SeveN,The Spectrum Collection,Mil-Spec Grade,0.0,0.7,
Five-SeveN | Capillary (Minimal Wear),Five-SeveN | Capillary,Minimal Wear,0.28,0.38,0.57,42,Five-SeveN,The Spectrum Collection,Mil-Spec Grade,0.0,0.7,
Five-SeveN | Capillary (Well-Worn),Five-SeveN | Capillary,Well-Worn,0.29,0.42,0.61,18,Five-SeveN,The Spectrum Collection,Mil-Spec Grade,0.0,0.7,
Five-SeveN | Case Hardened (Battle-Scarred),Five-SeveN | Case Hardened,Battle-Scarred,8.0,365.86,27.59,23,Five-SeveN,The Arms Deal 2 Collection,Restricted,0.0,1.0,Classified
Five-SeveN | Case Hardened (Factory New),Five-SeveN | Case Hardened,Factory New,16.28,242.15,101.97,70,Five-SeveN,The Arms Deal 2 Collection,Restricted,0.0,1.0,Classified
Five-SeveN | Case Hardened (Field-Tested),Five-SeveN | Case Hardened,Field-Tested,7.61,578.95,68.65,109,Five-SeveN,The Arms Deal 2 Collection,Restricted,0.0,1.0,Classified
Five-SeveN | Case Hardened (Minimal Wear),Five-SeveN | Case Hardened,Minimal Wear,9.51,926.27,79.41,88,Five-SeveN,The Arms Deal 2 Collection,Restricted,0.0,1.0,Classified
Five-SeveN | Case Hardened (Well-Worn),Five-SeveN | Case Hardened,Well-Worn,7.18,352.82,52.15,42,Five-SeveN,The Arms Deal 2 Collection,Restricted,0.0,1.0,Classified
Five-SeveN | Contractor (Battle-Scarred),Five-SeveN | Contractor,Battle-Scarred,,3.07,,0,Five-SeveN,The Mirage Collection,Consumer Grade,0.06,0.8,
Five-SeveN | Contractor (Factory New),Five-SeveN | Contractor,Factory New,14.82,11.34,14.82,1,Five-SeveN,The Mirage Collection,Consumer Grade,0.06,0.8,
Five-SeveN | Contractor (Field-Tested),Five-SeveN | Contractor,Field-Tested,3.93,2.94,4.77,5,Five-SeveN,The Mirage Collection,Consumer Grade,0.06,0.8,
Five-SeveN | Contractor (Minimal Wear),Five-SeveN | Contractor,Minimal Wear,5.99,3.23,6.84,5,Five-SeveN,The Mirage Collection,Consumer Grade,0.06,0.8,
Five-SeveN | Contractor (Well-Worn),Five-SeveN | Contractor,Well-Worn,3.89,2.78,3.89,1,Five-SeveN,The Mirage Collection,Consumer Grade,0.06,0.8,
Five-SeveN | Coolant (Battle-Scarred),Five-SeveN | Coolant,Battle-Scarred,0.02,0.03,0.07,206,Five-SeveN,The 2018 Nuke Collection,Consumer Grade,0.0,0.5,
Five-SeveN | Coolant (Factory New),Five-SeveN | Coolant,Factory New,0.05,0.05,0.53,998,Five-SeveN,The 2018 Nuke Collection,Consumer Grade,0.0,0.5,
Five-SeveN | Coolant (Field-Tested),Five-SeveN | Coolant,Field-Tested,0.02,0.03,0.04,4711,Five-SeveN,The 2018 Nuke Collection,Consumer Grade,0.0,0.5,
Five-SeveN | Coolant (Minimal Wear),Five-SeveN | Coolant,Minimal Wear,0.02,0.03,0.18,544,Five-SeveN,The 2018 Nuke Collection,Consumer Grade,0.0,0.5,
Five-SeveN | Coolant (Well-Worn),Five-SeveN | Coolant,Well-Worn,0.02,0.03,0.04,381,Five-SeveN,The 2018 Nuke Collection,Consumer Grade,0.0,0.5,
Five-SeveN | Copper Galaxy (Factory New),Five-SeveN | Copper Galaxy,Factory New,7.25,8.1,55.46,73,Five-SeveN,The Arms Deal 3 Collection,Restricted,0.0,0.2,Classified
Five-SeveN | Copper Galaxy (Field-Tested),Five-SeveN | Copper Galaxy,Field-Tested,7.99,7.27,26.73,6,Five-SeveN,The Arms Deal 3 Collection,Restricted,0.0,0.2,Classified
Five-SeveN | Copper Galaxy (Minimal Wear),Five-SeveN | Copper Galaxy,Minimal Wear,7.02,6.43,12.47,27,Five-SeveN,The Arms Deal 3 Collection,Restricted,0.0,0.2,Classified
Five-SeveN | Crimson Blossom (Battle-Scarred),Five-SeveN | Crimson Blossom,Battle-Scarred,,108.65,,0,Five-SeveN,The St. Marc Collection,Mil-Spec Grade,0.0,0.5,
Five-SeveN | Crimson Blossom (Factory New),Five-SeveN | Crimson Blossom,Factory New,157.86,159.29,197.72,4,Five-SeveN,The St. Marc Collection,Mil-Spec Grade,0.0,0.5,
Five-SeveN | Crimson Blossom (Field-Tested),Five-SeveN | Crimson Blossom,Field-Tested,,152.42,,0,Five-SeveN,The St. Marc Collection,Mil-Spec Grade,0.0,0.5,
Five-SeveN | Crimson Blossom (Minimal Wear),Five-SeveN | Crimson Blossom,Minimal Wear,140.06,139.79,160.03,2,Five-SeveN,The St. Marc Collection,Mil-Spec Grade,0.0,0.5,
Five-SeveN | Crimson Blossom (Well-Worn),Five-SeveN | Crimson Blossom,Well-Worn,,100.92,,0,Five-SeveN,The St. Marc Collection,Mil-Spec Grade,0.0,0.5,
Five-SeveN | Fairy Tale (Battle-Scarred),Five-SeveN | Fairy Tale,Battle-Scarred,22.73,25.59,33.97,7,Five-SeveN,The Operation Broken Fang Collection,Classified,0.02,0.9,Covert
Five-SeveN | Fairy Tale (Factory New),Five-SeveN | Fairy Tale,Factory New,79.94,89.68,105.41,8,Five-SeveN,The Operation Broken Fang Collection,Classified,0.02,0.9,Covert
Five-SeveN | Fairy Tale (Field-Tested),Five-SeveN | Fairy Tale,Field-Tested,26.97,30.63,72.32,20,Five-SeveN,The Operation Broken Fang Collection,Classified,0.02,0.9,Covert
Five-SeveN | Fairy Tale (Minimal Wear),Five-SeveN | Fairy Tale,Minimal Wear,35.54,45.54,45.2,11,Five-SeveN,The Operation Broken Fang Collection,Classified,0.02,0.9,Covert
Five-SeveN | Fairy Tale (Well-Worn),Five-SeveN | Fairy Tale,Well-Worn,25.36,27.77,26.28,8,Five-SeveN,The Operation Broken Fang Collection,Classified,0.02,0.9,Covert
Five-SeveN | Fall Hazard (Battle-Scarred),Five-SeveN | Fall Hazard,Battle-Scarred,,114.15,,0,Five-SeveN,The 2021 Vertigo Collection,Classified,0.01,0.52,Covert
Five-SeveN | Fall Hazard (Factory New),Five-SeveN | Fall Hazard,Factory New,219.11,235.71,304.36,5,Five-SeveN,The 2021 Vertigo Collection,Classified,0.01,0.52,Covert
Five-SeveN | Fall Hazard (Field-Tested),Five-SeveN | Fall Hazard,Field-Tested,184.99,144.19,184.99,1,Five-SeveN,The 2021 Vertigo Collection,Classified,0.01,0.52,Covert
Five-SeveN | Fall Hazard (Minimal Wear),Five-SeveN | Fall Hazard,Minimal Wear,,162.79,,0,Five-SeveN,The 2021 Vertigo Collection,Classified,0.01,0.52,Covert
Five-SeveN | Fall Hazard (Well-Worn),Five-SeveN | Fall Hazard,Well-Worn,,116.8,,0,Five-SeveN,The 2021 Vertigo Collection,Classified,0.01,0.52,Covert
Five-SeveN | Flame Test (Battle-Scarred),Five-SeveN | Flame Test,Battle-Scarred,0.04,0.07,0.3,109,Five-SeveN,The Clutch Collection,Mil-Spec Grade,0.0,0.65,
Five-SeveN | Flame Test (Factory New),Five-SeveN | Flame Test,Factory New,0.29,0.3,2.97,189,Five-SeveN,The Clutch Collection,Mil-Spec Grade,0.0,0.65,
Five-SeveN | Flame Test (Field-Tested),Five-SeveN | Flame Test,Field-Tested,0.05,0.08,0.28,794,Five-SeveN,The Clutch Collection,Mil-Spec Grade,0.0,0.65,
Five-SeveN | Flame Test (Minimal Wear),Five-SeveN | Flame Test,Minimal Wear,0.1,0.14,0.63,227,Five-SeveN,The Clutch Collection,Mil-Spec Grade,0.0,0.65,
Five-SeveN | Flame Test (Well-Worn),Five-SeveN | Flame Test,Well-Worn,0.06,0.07,0.38,57,Five-SeveN,The Clutch Collection,Mil-Spec Grade,0.0,0.65,
Five-SeveN | Forest Night (Battle-Scarred),Five-SeveN | Forest Night,Battle-Scarred,0.05,0.03,1.07,24,Five-SeveN,The Train Collection,Consumer Grade,0.06,0.8,
Five-SeveN | Forest Night (Factory New),Five-SeveN | Forest Night,Factory New,0.29,0.27,0.72,128,Five-SeveN,The Train Collection,Consumer Grade,0.06,0.8,
Five-SeveN | Forest Night (Field-Tested),Five-SeveN | Forest Night,Field-Tested,0.03,0.04,1.07,75,Five-SeveN,The Train Collection,Consumer Grade,0.06,0.8,
Five-SeveN | Forest Night (Minimal Wear),Five-SeveN | Forest Night,Minimal Wear,0.11,0.05,0.97,374,Five-SeveN,The Train Collection,Consumer Grade,0.06,0.8,
Five-SeveN | Forest Night (Well-Worn),Five-SeveN | Forest Night,Well-Worn,0.17,0.03,1.19,8,Five-SeveN,The Train Collection,Consumer Grade,0.06,0.8,
Five-SeveN | Fowl Play (Battle-Scarred),Five-SeveN | Fowl Play,Battle-Scarred,2.63,2.75,6.51,22,Five-SeveN,The Breakout Collection,Classified,0.0,1.0,Covert
Five-SeveN | Fowl Play (Factory New),Five-SeveN | Fowl Play,Factory New,10.34,13.1,49.51,11,Five-SeveN,The Breakout Collection,Classified,0.0,1.0,Covert
Five-SeveN | Fowl Play (Field-Tested),Five-SeveN | Fowl Play,Field-Tested,2.46,3.29,17.62,28,Five-SeveN,The Breakout Collection,Classified,0.0,1.0,Covert
Five-SeveN | Fowl Play (Minimal Wear),Five-SeveN | Fowl Play,Minimal Wear,5.27,6.15,7.96,11,Five-SeveN,The Breakout Collection,Classified,0.0,1.0,Covert
Five-SeveN | Fowl Play (Well-Worn),Five-SeveN | Fowl Play,Well-Worn,1.97,2.82,4.52,31,Five-SeveN,The Breakout Collection,Classified,0.0,1.0,Covert
Five-SeveN | Heat Treated (Battle-Scarred),Five-SeveN | Heat Treated,Battle-Scarred,4.0,5.16,27.37,26,Five-SeveN,The Sport & Field Collection,Restricted,0.0,1.0,Classified
Five-SeveN | Heat Treated (Factory New),Five-SeveN | Heat Treated,Factory New,11.36,13.79,37.85,34,Five-SeveN,The Sport & Field Collection,Restricted,0.0,1.0,Classified
Five-SeveN | Heat Treated (Field-Tested),Five-SeveN | Heat Treated,Field-Tested,4.21,5.44,53.4,100,Five-SeveN,The Sport & Field Collection,Restricted,0.0,1.0,Classified
Five-SeveN | Heat Treated (Minimal Wear),Five-SeveN | Heat Treated,Minimal Wear,5.53,7.03,52.74,64,Five-SeveN,The Sport & Field Collection,Restricted,0.0,1.0,Classified
Five-SeveN | Heat Treated (Well-Worn),Five-SeveN | Heat Treated,Well-Worn,4.76,5.18,49.24,50,Five-SeveN,The Sport & Field Collection,Restricted,0.0,1.0,Classified
Five-SeveN | Hot Shot (Battle-Scarred),Five-SeveN | Hot Shot,Battle-Scarred,1.71,2.28,7.59,7,Five-SeveN,The Cache Collection,Industrial Grade,0.0,1.0,Mil-Spec
Five-SeveN | Hot Shot (Factory New),Five-SeveN | Hot Shot,Factory New,20.85,22.94,50.48,16,Five-SeveN,The Cache Collection,Industrial Grade,0.0,1.0,Mil-Spec
Five-SeveN | Hot Shot (Field-Tested),Five-SeveN | Hot Shot,Field-Tested,3.55,3.09,4.6,6,Five-SeveN,The Cache Collection,Industrial Grade,0.0,1.0,Mil-Spec
Five-SeveN | Hot Shot (Minimal Wear),Five-SeveN | Hot Shot,Minimal Wear,4.86,6.23,24.76,20,Five-SeveN,The Cache Collection,Industrial Grade,0.0,1.0,Mil-Spec
Five-SeveN | Hot Shot (Well-Worn),Five-SeveN | Hot Shot,Well-Worn,2.78,2.49,5.41,4,Five-SeveN,The Cache Collection,Industrial Grade,0.0,1.0,Mil-Spec
Five-SeveN | Hybrid (Battle-Scarred),Five-SeveN | Hybrid,Battle-Scarred,0.47,0.64,1.51,96,Five-SeveN,The Kilowatt Collection,Restricted,0.0,1.0,Classified
Five-SeveN | Hybrid (Factory New),Five-SeveN | Hybrid,Factory New,4.86,2.88,8.45,19,Five-SeveN,The Kilowatt Collection,Restricted,0.0,1.0,Classified
Five-SeveN | Hybrid (Field-Tested),Five-SeveN | Hybrid,Field-Tested,0.54,0.78,1.79,66,Five-SeveN,The Kilowatt Collection,Restricted,0.0,1.0,Classified
Five-SeveN | Hybrid (Minimal Wear),Five-SeveN | Hybrid,Minimal Wear,1.27,1.37,3.21,35,Five-SeveN,The Kilowatt Collection,Restricted,0.0,1.0,Classified
Five-SeveN | Hybrid (Well-Worn),Five-SeveN | Hybrid,Well-Worn,0.48,0.66,1.24,117,Five-SeveN,The Kilowatt Collection,Restricted,0.0,1.0,Classified
Five-SeveN | Hyper Beast (Battle-Scarred),Five-SeveN | Hyper Beast,Battle-Scarred,23.32,29.22,35.9,5,Five-SeveN,The Operation Hydra Collection,Covert,0.0,1.0,
Five-SeveN | Hyper Beast (Factory New),Five-SeveN | Hyper Beast,Factory New,116.43,118.51,159.59,7,Five-SeveN,The Operation Hydra Collection,Covert,0.0,1.0,
Five-SeveN | Hyper Beast (Field-Tested),Five-SeveN | Hyper Beast,Field-Tested,34.6,35.4,39.72,3,Five-SeveN,The Operation Hydra Collection,Covert,0.0,1.0,
Five-SeveN | Hyper Beast (Minimal Wear),Five-SeveN | Hyper Beast,Minimal Wear,47.82,53.38,66.33,8,Five-SeveN,The Operation Hydra Collection,Covert,0.0,1.0,
Five-SeveN | Hyper Beast (Well-Worn),Five-SeveN | Hyper Beast,Well-Worn,74.88,29.97,74.88,1,Five-SeveN,The Operation Hydra Collection,Covert,0.0,1.0,
Five-SeveN | Jungle (Battle-Scarred),Five-SeveN | Jungle,Battle-Scarred,11.98,2.04,15.99,2,Five-SeveN,The Aztec Collection,Consumer Grade,0.06,0.8,
Five-SeveN | Jungle (Factory New),Five-SeveN | Jungle,Factory New,37.0,26.27,92.14,8,Five-SeveN,The Aztec Collection,Consumer Grade,0.06,0.8,
Five-SeveN | Jungle (Field-Tested),Five-SeveN | Jungle,Field-Tested,2.99,1.77,12.65,34,Five-SeveN,The Aztec Collection,Consumer Grade,0.06,0.8,
Five-SeveN | Jungle (Minimal Wear),Five-SeveN | Jungle,Minimal Wear,6.99,5.79,13.72,8,Five-SeveN,The Aztec Collection,Consumer Grade,0.06,0.8,
Five-SeveN | Jungle (Well-Worn),Five-SeveN | Jungle,Well-Worn,2.65,2.63,6.67,3,Five-SeveN,The Aztec Collection,Consumer Grade,0.06,0.8,
Five-SeveN | Kami (Factory New),Five-SeveN | Kami,Factory New,2.76,2.91,20.48,85,Five-SeveN,The Winter Offensive Collection,Mil-Spec Grade,0.0,0.3,
Five-SeveN | Kami (Field-Tested),Five-SeveN | Kami,Field-Tested,1.56,1.56,36.85,9,Five-SeveN,The Winter Offensive Collection,Mil-Spec Grade,0.0,0.3,
Five-SeveN | Kami (Minimal Wear),Five-SeveN | Kami,Minimal Wear,1.91,2.03,14.84,52,Five-SeveN,The Winter Offensive Collection,Mil-Spec Grade,0.0,0.3,
Five-SeveN | Midnight Paintover (Battle-Scarred),Five-SeveN | Midnight Paintover,Battle-Scarred,0.7,0.08,1.23,16,Five-SeveN,The Overpass 2024 Collection,Industrial Grade,0.0,0.5,Mil-Spec
Five-SeveN | Midnight Paintover (Factory New),Five-SeveN | Midnight Paintover,Factory New,0.32,0.33,2.37,174,Five-SeveN,The Overpass 2024 Collection,Industrial Grade,0.0,0.5,Mil-Spec
Five-SeveN | Midnight Paintover (Field-Tested),Five-SeveN | Midnight Paintover,Field-Tested,0.07,0.1,0.75,144,Five-SeveN,The Overpass 2024 Collection,Industrial Grade,0.0,0.5,Mil-Spec
Five-SeveN | Midnight Paintover (Minimal Wear),Five-SeveN | Midnight Paintover,Minimal Wear,0.32,0.18,0.99,66,Five-SeveN,The Overpass 2024 Collection,Industrial Grade,0.0,0.5,Mil-Spec
Five-SeveN | Midnight Paintover (Well-Worn),Five-SeveN | Midnight Paintover,Well-Worn,0.23,0.08,0.43,25,Five-SeveN,The Overpass 2024 Collection,Industrial Grade,0.0,0.5,Mil-Spec
Five-SeveN | Monkey Business (Battle-Scarred),Five-SeveN | Monkey Business,Battle-Scarred,2.12,2.65,3.18,25,Five-SeveN,The Chroma 2 Collection,Classified,0.1,0.9,Covert
Five-SeveN | Monkey Business (Field-Tested),Five-SeveN | Monkey Business,Field-Tested,2.79,3.28,5.25,88,Five-SeveN,The Chroma 2 Collection,Classified,0.1,0.9,Covert
Five-SeveN | Monkey Business (Minimal Wear),Five-SeveN | Monkey Business,Minimal Wear,13.0,15.35,23.78,36,Five-SeveN,The Chroma 2 Collection,Classified,0.1,0.9,Covert
Five-SeveN | Monkey Business (Well-Worn),Five-SeveN | Monkey Business,Well-Worn,2.3,2.69,7.47,31,Five-SeveN,The Chroma 2 Collection,Classified,0.1,0.9,Covert
Five-SeveN | Neon Kimono (Battle-Scarred),Five-SeveN | Neon Kimono,Battle-Scarred,,316.11,,0,Five-SeveN,The Rising Sun Collection,Restricted,0.0,0.8,Classified
Five-SeveN | Neon Kimono (Factory New),Five-SeveN | Neon Kimono,Factory New,580.0,643.88,580.0,1,Five-SeveN,The Rising Sun Collection,Restricted,0.0,0.8,Classified
Five-SeveN | Neon Kimono (Field-Tested),Five-SeveN | Neon Kimono,Field-Tested,465.77,736.05,503.28,3,Five-SeveN,The Rising Sun Collection,Restricted,0.0,0.8,Classified
Five-SeveN | Neon Kimono (Minimal Wear),Five-SeveN | Neon Kimono,Minimal Wear,1001.0,1317.75,1001.0,1,Five-SeveN,The Rising Sun Collection,Restricted,0.0,0.8,Classified
Five-SeveN | Neon Kimono (Well-Worn),Five-SeveN | Neon Kimono,Well-Worn,,550.41,,0,Five-SeveN,The Rising Sun Collection,Restricted,0.0,0.8,Classified
Five-SeveN | Nightshade (Battle-Scarred),Five-SeveN | Nightshade,Battle-Scarred,3.64,1.96,4.14,3,Five-SeveN,The eSports 2013 Winter Collection,Mil-Spec Grade,0.0,0.5,
Five-SeveN | Nightshade (Factory New),Five-SeveN | Nightshade,Factory New,2.61,2.86,7.34,20,Five-SeveN,The eSports 2013 Winter Collection,Mil-Spec Grade,0.0,0.5,
Five-SeveN | Nightshade (Field-Tested),Five-SeveN | Nightshade,Field-Tested,1.53,1.86,3.13,20,Five-SeveN,The eSports 2013 Winter Collection,Mil-Spec Grade,0.0,0.5,
Five-SeveN | Nightshade (Minimal Wear),Five-SeveN | Nightshade,Minimal Wear,2.58,2.17,2.9,9,Five-SeveN,The eSports 2013 Winter Collection,Mil-Spec Grade,0.0,0.5,
Five-SeveN | Nightshade (Well-Worn),Five-SeveN | Nightshade,Well-Worn,1.4,1.66,1.7,2,Five-SeveN,The eSports 2013 Winter Collection,Mil-Spec Grade,0.0,0.5,
Five-SeveN | Nitro (Battle-Scarred),Five-SeveN | Nitro,Battle-Scarred,,40.2,,0,Five-SeveN,The Chop Shop Collection,Mil-Spec Grade,0.06,0.8,
Five-SeveN | Nitro (Factory New),Five-SeveN | Nitro,Factory New,,47.89,,0,Five-SeveN,The Chop Shop Collection,Mil-Spec Grade,0.06,0.8,
Five-SeveN | Nitro (Field-Tested),Five-SeveN | Nitro,Field-Tested,,61.99,,0,Five-SeveN,The Chop Shop Collection,Mil-Spec Grade,0.06,0.8,
Five-SeveN | Nitro (Minimal Wear),Five-SeveN | Nitro,Minimal Wear,60.0,61.4,60.0,1,Five-SeveN,The Chop Shop Collection,Mil-Spec Grade,0.06,0.8,
Five-SeveN | Nitro (Well-Worn),Five-SeveN | Nitro,Well-Worn,,44.25,,0,Five-SeveN,The Chop Shop Collection,Mil-Spec Grade,0.06,0.8,
Five-SeveN | Orange Peel (Battle-Scarred),Five-SeveN | Orange Peel,Battle-Scarred,0.04,0.06,0.46,92,Five-SeveN,The Dust 2 Collection,Industrial Grade,0.06,0.8,Mil-Spec
Five-SeveN | Orange Peel (Factory New),Five-SeveN | Orange Peel,Factory New,0.45,0.4,6.36,11,Five-SeveN,The Dust 2 Collection,Industrial Grade,0.06,0.8,Mil-Spec
Five-SeveN | Orange Peel (Field-Tested),Five-SeveN | Orange Peel,Field-Tested,0.05,0.08,0.37,210,Five-SeveN,The Dust 2 Collection,Industrial Grade,0.06,0.8,Mil-Spec
Five-SeveN | Orange Peel (Minimal Wear),Five-SeveN | Orange Peel,Minimal Wear,0.13,0.19,0.55,65,Five-SeveN,The Dust 2 Collection,Industrial Grade,0.06,0.8,Mil-Spec
Five-SeveN | Orange Peel (Well-Worn),Five-SeveN | Orange Peel,Well-Worn,0.04,0.06,0.37,63,Five-SeveN,The Dust 2 Collection,Industrial Grade,0.06,0.8,Mil-Spec
Five-SeveN | Retrobution (Battle-Scarred),Five-SeveN | Retrobution,Battle-Scarred,0.57,0.76,1.22,23,Five-SeveN,The Revolver Case Collection,Restricted,0.0,1.0,Classified
Five-SeveN | Retrobution (Factory New),Five-SeveN | Retrobution,Factory New,3.8,4.69,8.53,13,Five-SeveN,The Revolver Case Collection,Restricted,0.0,1.0,Classified
Five-SeveN | Retrobution (Field-Tested),Five-SeveN | Retrobution,Field-Tested,0.71,0.94,1.62,45,Five-SeveN,The Revolver Case Collection,Restricted,0.0,1.0,Classified
Five-SeveN | Retrobution (Minimal Wear),Five-SeveN | Retrobution,Minimal Wear,1.93,2.03,5.37,18,Five-SeveN,The Revolver Case Collection,Restricted,0.0,1.0,Classified
Five-SeveN | Retrobution (Well-Worn),Five-SeveN | Retrobution,Well-Worn,0.57,0.76,1.11,40,Five-SeveN,The Revolver Case Collection,Restricted,0.0,1.0,Classified
Five-SeveN | Scrawl (Battle-Scarred),Five-SeveN | Scrawl,Battle-Scarred,0.03,0.04,0.31,321,Five-SeveN,The Dreams & Nightmares Collection,Mil-Spec Grade,0.0,1.0,
Five-SeveN | Scrawl (Factory New),Five-SeveN | Scrawl,Factory New,0.32,0.37,2.57,149,Five-SeveN,The Dreams & Nightmares Collection,Mil-Spec Grade,0.0,1.0,
Five-SeveN | Scrawl (Field-Tested),Five-SeveN | Scrawl,Field-Tested,0.03,0.05,0.14,1504,Five-SeveN,The Dreams & Nightmares Collection,Mil-Spec Grade,0.0,1.0,
Five-SeveN | Scrawl (Minimal Wear),Five-SeveN | Scrawl,Minimal Wear,0.06,0.09,0.49,444,Five-SeveN,The Dreams & Nightmares Collection,Mil-Spec Grade,0.0,1.0,
Five-SeveN | Scrawl (Well-Worn),Five-SeveN | Scrawl,Well-Worn,0.02,0.04,0.14,1224,Five-SeveN,The Dreams & Nightmares Collection,Mil-Spec Grade,0.0,1.0,
Five-SeveN | Scumbria (Battle-Scarred),Five-SeveN | Scumbria,Battle-Scarred,0.06,0.08,0.37,49,Five-SeveN,The Gamma 2 Collection,Mil-Spec Grade,0.0,1.0,
Five-SeveN | Scumbria (Factory New),Five-SeveN | Scumbria,Factory New,0.38,0.52,3.91,51,Five-SeveN,The Gamma 2 Collection,Mil-Spec Grade,0.0,1.0,
Five-SeveN | Scumbria (Field-Tested),Five-SeveN | Scumbria,Field-Tested,0.09,0.14,0.32,92,Five-SeveN,The Gamma 2 Collection,Mil-Spec Grade,0.0,1.0,
Five-SeveN | Scumbria (Minimal Wear),Five-SeveN | Scumbria,Minimal Wear,0.09,0.13,0.63,54,Five-SeveN,The Gamma 2 Collection,Mil-Spec Grade,0.0,1.0,
Five-SeveN | Scumbria (Well-Worn),Five-SeveN | Scumbria,Well-Worn,0.06,0.09,0.24,120,Five-SeveN,The Gamma 2 Collection,Mil-Spec Grade,0.0,1.0,
Five-SeveN | Silver Quartz (Factory New),Five-SeveN | Silver Quartz,Factory New,1.9,2.08,4.66,117,Five-SeveN,The Safehouse Collection,Mil-Spec Grade,0.0,0.4,
Five-SeveN | Silver Quartz (Field-Tested),Five-SeveN | Silver Quartz,Field-Tested,0.35,0.51,1.48,40,Five-SeveN,The Safehouse Collection,Mil-Spec Grade,0.0,0.4,
Five-SeveN | Silver Quartz (Minimal Wear),Five-SeveN | Silver Quartz,Minimal Wear,0.9,1.2,4.58,41,Five-SeveN,The Safehouse Collection,Mil-Spec Grade,0.0,0.4,
Five-SeveN | Silver Quartz (Well-Worn),Five-SeveN | Silver Quartz,Well-Worn,0.37,0.4,2.4,8,Five-SeveN,The Safehouse Collection,Mil-Spec Grade,0.0,0.4,
Five-SeveN | Sky Blue (Battle-Scarred),Five-SeveN | Sky Blue,Battle-Scarred,0.18,0.25,1.18,2,Five-SeveN,The Ascent Collection,Industrial Grade,0.0,0.6,Mil-Spec
